id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE004791;SKU015;Коврик для мыши XL;Аксессуары;17;12489.9;6043.5;2025-05-01 17:10:00+00
SALE004792;SKU001;Беспроводная мышь Logitech;Электроника;104;144112.8;89876.8;2025-05-02 13:10:00+00
SALE004793;SKU002;Клавиатура механическая Redragon;Электроника;18;71820;39501.0;2025-05-02 17:20:00+00
SALE004794;SKU003;Монитор 24 дюйма Samsung;Электроника;4;49362.0;37411.2;2025-05-02 16:10:00+00
SALE004795;SKU004;USB-C кабель 1м;Аксессуары;50;19500;8190.0;2025-05-02 14:30:00+00
SALE004796;SKU005;Power Bank 20000 mAh;Аксессуары;33;82170;46836.9;2025-05-02 20:30:00+00
SALE004797;SKU006;Картридж HP 305;Расходники;26;41340;19429.8;2025-05-02 12:50:00+00
SALE004798;SKU007;Бумага А4 500 листов;Канцтовары;55;22407.0;14322.0;2025-05-02 15:30:00+00
SALE004799;SKU008;Ручки шариковые комплект;Канцтовары;28;6518.4;2620.8;2025-05-02 10:40:00+00
SALE004800;SKU010;Оперативная память 16GB DDR4;Комплектующие;23;82811.5;54917.1;2025-05-02 20:40:00+00
SALE004801;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;29610;18062.1;2025-05-02 12:50:00+00
SALE004802;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19118.7;11826.0;2025-05-02 18:50:00+00
SALE004803;SKU013;Наушники JBL;Электроника;11;31245.5;18418.4;2025-05-02 17:10:00+00
SALE004804;SKU014;Веб-камера Full HD;Электроника;13;28470;15373.8;2025-05-02 17:00:00+00
SALE004805;SKU015;Коврик для мыши XL;Аксессуары;13;10270;4621.5;2025-05-02 19:10:00+00
SALE004806;SKU001;Беспроводная мышь Logitech;Электроника;24;35760;20740.8;2025-05-03 19:40:00+00
SALE004807;SKU002;Клавиатура механическая Redragon;Электроника;14;55860;30723.0;2025-05-03 10:30:00+00
SALE004808;SKU004;USB-C кабель 1м;Аксессуары;37;14430;6060.6;2025-05-03 12:00:00+00
SALE004809;SKU005;Power Bank 20000 mAh;Аксессуары;16;37051.2;22708.8;2025-05-03 10:20:00+00
SALE004810;SKU006;Картридж HP 305;Расходники;19;30210;14198.7;2025-05-03 16:00:00+00
SALE004811;SKU007;Бумага А4 500 листов;Канцтовары;32;13440;8332.8;2025-05-03 11:40:00+00
SALE004812;SKU008;Ручки шариковые комплект;Канцтовары;28;6720;2620.8;2025-05-03 10:50:00+00
SALE004813;SKU009;SSD 1TB Kingston;Комплектующие;11;66392.7;48545.2;2025-05-03 09:50:00+00
SALE004814;SKU010;Оперативная память 16GB DDR4;Комплектующие;7;24672.9;16713.9;2025-05-03 10:30:00+00
SALE004815;SKU011;Роутер TP-Link Archer;Сетевое оборудование;10;32900;20069.0;2025-05-03 13:40:00+00
SALE004816;SKU012;Коммутатор 8 портов;Сетевое оборудование;13;28470;17082.0;2025-05-03 14:00:00+00
SALE004817;SKU013;Наушники JBL;Электроника;9;25026.3;15069.6;2025-05-03 09:50:00+00
SALE004818;SKU014;Веб-камера Full HD;Электроника;9;19710;10643.4;2025-05-03 17:10:00+00
SALE004819;SKU015;Коврик для мыши XL;Аксессуары;27;19836.9;9598.5;2025-05-03 12:20:00+00
SALE004820;SKU001;Беспроводная мышь Logitech;Электроника;21;31290;18148.2;2025-05-04 11:00:00+00
SALE004821;SKU002;Клавиатура механическая Redragon;Электроника;14;55860;30723.0;2025-05-04 11:20:00+00
SALE004822;SKU003;Монитор 24 дюйма Samsung;Электроника;5;64950;46764.0;2025-05-04 11:50:00+00
SALE004823;SKU004;USB-C кабель 1м;Аксессуары;45;17550;7371.0;2025-05-04 12:00:00+00
SALE004824;SKU005;Power Bank 20000 mAh;Аксессуары;8;19920;11354.4;2025-05-04 11:40:00+00
SALE004825;SKU006;Картридж HP 305;Расходники;18;27761.4;13451.4;2025-05-04 16:40:00+00
SALE004826;SKU007;Бумага А4 500 листов;Канцтовары;72;28728.0;18748.8;2025-05-04 15:50:00+00
SALE004827;SKU008;Ручки шариковые комплект;Канцтовары;21;4888.8;1965.6;2025-05-04 13:10:00+00
SALE004828;SKU009;SSD 1TB Kingston;Комплектующие;19;123310;83850.8;2025-05-04 10:30:00+00
SALE004829;SKU010;Оперативная память 16GB DDR4;Комплектующие;9;34110;21489.3;2025-05-04 10:40:00+00
SALE004830;SKU011;Роутер TP-Link Archer;Сетевое оборудование;10;32900;20069.0;2025-05-04 09:30:00+00
SALE004831;SKU012;Коммутатор 8 портов;Сетевое оборудование;6;13140;7884.0;2025-05-04 15:30:00+00
SALE004832;SKU013;Наушники JBL;Электроника;12;35880;20092.8;2025-05-04 15:30:00+00
SALE004833;SKU014;Веб-камера Full HD;Электроника;23;48858.9;27199.8;2025-05-04 15:20:00+00
SALE004834;SKU015;Коврик для мыши XL;Аксессуары;29;21764.5;10309.5;2025-05-04 12:20:00+00
SALE004835;SKU001;Беспроводная мышь Logitech;Электроника;18;26015.4;15555.6;2025-05-05 19:40:00+00
SALE004836;SKU002;Клавиатура механическая Redragon;Электроника;20;79800;43890.0;2025-05-05 20:40:00+00
SALE004837;SKU003;Монитор 24 дюйма Samsung;Электроника;7;90930;65469.6;2025-05-05 15:40:00+00
SALE004838;SKU004;USB-C кабель 1м;Аксессуары;65;25350;10647.0;2025-05-05 15:20:00+00
SALE004839;SKU005;Power Bank 20000 mAh;Аксессуары;28;69720;39740.4;2025-05-05 16:00:00+00
SALE004840;SKU006;Картридж HP 305;Расходники;28;43184.4;20924.4;2025-05-05 18:30:00+00
SALE004841;SKU007;Бумага А4 500 листов;Канцтовары;81;34020;21092.4;2025-05-05 09:30:00+00
SALE004842;SKU008;Ручки шариковые комплект;Канцтовары;48;11520;4492.8;2025-05-05 17:50:00+00
SALE004843;SKU009;SSD 1TB Kingston;Комплектующие;6;38940;26479.2;2025-05-05 13:20:00+00
SALE004844;SKU010;Оперативная память 16GB DDR4;Комплектующие;14;51468.2;33427.8;2025-05-05 16:30:00+00
SALE004845;SKU011;Роутер TP-Link Archer;Сетевое оборудование;21;69090;42144.9;2025-05-05 10:30:00+00
SALE004846;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19118.7;11826.0;2025-05-05 16:00:00+00
SALE004847;SKU013;Наушники JBL;Электроника;18;53820;30139.2;2025-05-05 12:20:00+00
SALE004848;SKU014;Веб-камера Full HD;Электроника;10;20367.0;11826.0;2025-05-05 11:20:00+00
SALE004849;SKU015;Коврик для мыши XL;Аксессуары;30;22989.0;10665.0;2025-05-05 12:20:00+00
SALE004850;SKU001;Беспроводная мышь Logitech;Электроника;46;68540;39753.2;2025-05-06 18:40:00+00
SALE004851;SKU002;Клавиатура механическая Redragon;Электроника;20;74214.0;43890.0;2025-05-06 19:00:00+00
SALE004852;SKU004;USB-C кабель 1м;Аксессуары;66;25740;10810.8;2025-05-06 17:20:00+00
SALE004853;SKU005;Power Bank 20000 mAh;Аксессуары;13;31398.9;18450.9;2025-05-06 19:20:00+00
SALE004854;SKU006;Картридж HP 305;Расходники;20;29574.0;14946.0;2025-05-06 17:30:00+00
SALE004855;SKU007;Бумага А4 500 листов;Канцтовары;69;28980;17967.6;2025-05-06 12:20:00+00
SALE004856;SKU008;Ручки шариковые комплект;Канцтовары;47;10941.6;4399.2;2025-05-06 12:10:00+00
SALE004857;SKU009;SSD 1TB Kingston;Комплектующие;13;84370;57371.6;2025-05-06 13:50:00+00
SALE004858;SKU010;Оперативная память 16GB DDR4;Комплектующие;20;72010.0;47754.0;2025-05-06 17:30:00+00
SALE004859;SKU011;Роутер TP-Link Archer;Сетевое оборудование;13;42770;26089.7;2025-05-06 14:50:00+00
SALE004860;SKU012;Коммутатор 8 портов;Сетевое оборудование;12;26280;15768.0;2025-05-06 11:00:00+00
SALE004861;SKU013;Наушники JBL;Электроника;10;28405.0;16744.0;2025-05-06 14:30:00+00
SALE004862;SKU014;Веб-камера Full HD;Электроника;11;22403.7;13008.6;2025-05-06 17:40:00+00
SALE004863;SKU015;Коврик для мыши XL;Аксессуары;28;22120;9954.0;2025-05-06 14:00:00+00
SALE004864;SKU001;Беспроводная мышь Logitech;Электроника;30;43359.0;25926.0;2025-05-07 13:30:00+00
SALE004865;SKU002;Клавиатура механическая Redragon;Электроника;18;68229.0;39501.0;2025-05-07 17:30:00+00
SALE004866;SKU004;USB-C кабель 1м;Аксессуары;87;33930;14250.6;2025-05-07 19:40:00+00
SALE004867;SKU005;Power Bank 20000 mAh;Аксессуары;30;74700;42579.0;2025-05-07 13:20:00+00
SALE004868;SKU006;Картридж HP 305;Расходники;32;48336.0;23913.6;2025-05-07 11:50:00+00
SALE004869;SKU007;Бумага А4 500 листов;Канцтовары;62;24738.0;16144.8;2025-05-07 10:10:00+00
SALE004870;SKU008;Ручки шариковые комплект;Канцтовары;50;11160.0;4680.0;2025-05-07 19:30:00+00
SALE004871;SKU009;SSD 1TB Kingston;Комплектующие;12;72428.4;52958.4;2025-05-07 15:00:00+00
SALE004872;SKU010;Оперативная память 16GB DDR4;Комплектующие;9;34110;21489.3;2025-05-07 20:00:00+00
SALE004873;SKU011;Роутер TP-Link Archer;Сетевое оборудование;10;32900;20069.0;2025-05-07 18:00:00+00
SALE004874;SKU012;Коммутатор 8 портов;Сетевое оборудование;15;32850;19710.0;2025-05-07 17:30:00+00
SALE004875;SKU013;Наушники JBL;Электроника;17;50830;28464.8;2025-05-07 16:00:00+00
SALE004876;SKU014;Веб-камера Full HD;Электроника;30;65700;35478.0;2025-05-07 10:30:00+00
SALE004877;SKU015;Коврик для мыши XL;Аксессуары;36;27018.0;12798.0;2025-05-07 17:30:00+00
SALE004878;SKU001;Беспроводная мышь Logitech;Электроника;43;64070;37160.6;2025-05-08 09:40:00+00
SALE004879;SKU002;Клавиатура механическая Redragon;Электроника;15;59850;32917.5;2025-05-08 09:30:00+00
SALE004880;SKU003;Монитор 24 дюйма Samsung;Электроника;9;113402.7;84175.2;2025-05-08 17:20:00+00
SALE004881;SKU004;USB-C кабель 1м;Аксессуары;55;21450;9009.0;2025-05-08 19:30:00+00
SALE004882;SKU005;Power Bank 20000 mAh;Аксессуары;19;44944.5;26966.7;2025-05-08 15:00:00+00
SALE004883;SKU006;Картридж HP 305;Расходники;17;27030;12704.1;2025-05-08 20:40:00+00
SALE004884;SKU007;Бумага А4 500 листов;Канцтовары;68;28560;17707.2;2025-05-08 19:30:00+00
SALE004885;SKU008;Ручки шариковые комплект;Канцтовары;31;7068.0;2901.6;2025-05-08 11:40:00+00
SALE004886;SKU009;SSD 1TB Kingston;Комплектующие;11;66392.7;48545.2;2025-05-08 18:50:00+00
SALE004887;SKU010;Оперативная память 16GB DDR4;Комплектующие;13;45821.1;31040.1;2025-05-08 19:00:00+00
SALE004888;SKU011;Роутер TP-Link Archer;Сетевое оборудование;18;59220;36124.2;2025-05-08 09:20:00+00
SALE004889;SKU012;Коммутатор 8 портов;Сетевое оборудование;13;27615.9;17082.0;2025-05-08 20:00:00+00
SALE004890;SKU013;Наушники JBL;Электроника;35;97324.5;58604.0;2025-05-08 15:40:00+00
SALE004891;SKU014;Веб-камера Full HD;Электроника;14;30660;16556.4;2025-05-08 13:50:00+00
SALE004892;SKU015;Коврик для мыши XL;Аксессуары;46;36340;16353.0;2025-05-08 11:00:00+00
SALE004893;SKU001;Беспроводная мышь Logitech;Электроника;23;34270;19876.6;2025-05-09 19:20:00+00
SALE004894;SKU002;Клавиатура механическая Redragon;Электроника;28;111720;61446.0;2025-05-09 13:20:00+00
SALE004895;SKU003;Монитор 24 дюйма Samsung;Электроника;7;90930;65469.6;2025-05-09 12:20:00+00
SALE004896;SKU004;USB-C кабель 1м;Аксессуары;37;13997.1;6060.6;2025-05-09 20:40:00+00
SALE004897;SKU005;Power Bank 20000 mAh;Аксессуары;11;27390;15612.3;2025-05-09 14:30:00+00
SALE004898;SKU006;Картридж HP 305;Расходники;40;60420.0;29892.0;2025-05-09 20:50:00+00
SALE004899;SKU007;Бумага А4 500 листов;Канцтовары;28;11760;7291.2;2025-05-09 20:40:00+00
SALE004900;SKU008;Ручки шариковые комплект;Канцтовары;53;11829.6;4960.8;2025-05-09 09:00:00+00
SALE004901;SKU009;SSD 1TB Kingston;Комплектующие;20;120714.0;88264.0;2025-05-09 11:40:00+00
SALE004902;SKU010;Оперативная память 16GB DDR4;Комплектующие;9;33086.7;21489.3;2025-05-09 14:10:00+00
SALE004903;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;28129.5;18062.1;2025-05-09 18:00:00+00
SALE004904;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2025-05-09 09:40:00+00
SALE004905;SKU013;Наушники JBL;Электроника;16;47840;26790.4;2025-05-09 15:40:00+00
SALE004906;SKU014;Веб-камера Full HD;Электроника;14;28513.8;16556.4;2025-05-09 17:20:00+00
SALE004907;SKU015;Коврик для мыши XL;Аксессуары;30;22515.0;10665.0;2025-05-09 13:30:00+00
SALE004908;SKU001;Беспроводная мышь Logitech;Электроника;19;26894.5;16419.8;2025-05-10 14:10:00+00
SALE004909;SKU002;Клавиатура механическая Redragon;Электроника;7;26533.5;15361.5;2025-05-10 11:50:00+00
SALE004910;SKU003;Монитор 24 дюйма Samsung;Электроника;5;60403.5;46764.0;2025-05-10 12:50:00+00
SALE004911;SKU004;USB-C кабель 1м;Аксессуары;31;11727.3;5077.8;2025-05-10 09:10:00+00
SALE004912;SKU005;Power Bank 20000 mAh;Аксессуары;16;39840;22708.8;2025-05-10 13:20:00+00
SALE004913;SKU006;Картридж HP 305;Расходники;9;14310;6725.7;2025-05-10 19:10:00+00
SALE004914;SKU007;Бумага А4 500 листов;Канцтовары;36;15120;9374.4;2025-05-10 12:30:00+00
SALE004915;SKU008;Ручки шариковые комплект;Канцтовары;41;9348.0;3837.6;2025-05-10 12:30:00+00
SALE004916;SKU009;SSD 1TB Kingston;Комплектующие;6;37771.8;26479.2;2025-05-10 16:30:00+00
SALE004917;SKU010;Оперативная память 16GB DDR4;Комплектующие;7;26530;16713.9;2025-05-10 13:20:00+00
SALE004918;SKU011;Роутер TP-Link Archer;Сетевое оборудование;11;34380.5;22075.9;2025-05-10 10:40:00+00
SALE004919;SKU012;Коммутатор 8 портов;Сетевое оборудование;3;6570;3942.0;2025-05-10 10:00:00+00
SALE004920;SKU013;Наушники JBL;Электроника;10;29900;16744.0;2025-05-10 12:10:00+00
SALE004921;SKU014;Веб-камера Full HD;Электроника;13;28470;15373.8;2025-05-10 19:00:00+00
SALE004922;SKU015;Коврик для мыши XL;Аксессуары;15;11850;5332.5;2025-05-10 19:40:00+00
SALE004923;SKU001;Беспроводная мышь Logitech;Электроника;19;28310;16419.8;2025-05-11 15:10:00+00
SALE004924;SKU002;Клавиатура механическая Redragon;Электроника;17;67830;37306.5;2025-05-11 20:00:00+00
SALE004925;SKU003;Монитор 24 дюйма Samsung;Электроника;9;113402.7;84175.2;2025-05-11 13:40:00+00
SALE004926;SKU004;USB-C кабель 1м;Аксессуары;44;16302.0;7207.2;2025-05-11 16:10:00+00
SALE004927;SKU005;Power Bank 20000 mAh;Аксессуары;7;17430;9935.1;2025-05-11 14:10:00+00
SALE004928;SKU006;Картридж HP 305;Расходники;17;27030;12704.1;2025-05-11 17:40:00+00
SALE004929;SKU007;Бумага А4 500 листов;Канцтовары;30;12600;7812.0;2025-05-11 17:40:00+00
SALE004930;SKU008;Ручки шариковые комплект;Канцтовары;32;7142.4;2995.2;2025-05-11 18:20:00+00
SALE004931;SKU009;SSD 1TB Kingston;Комплектующие;10;60357.0;44132.0;2025-05-11 20:50:00+00
SALE004932;SKU010;Оперативная память 16GB DDR4;Комплектующие;13;45821.1;31040.1;2025-05-11 13:20:00+00
SALE004933;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;29610;18062.1;2025-05-11 10:20:00+00
SALE004934;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2025-05-11 13:30:00+00
SALE004935;SKU013;Наушники JBL;Электроника;11;32890;18418.4;2025-05-11 19:20:00+00
SALE004936;SKU014;Веб-камера Full HD;Электроника;8;16994.4;9460.8;2025-05-11 16:10:00+00
SALE004937;SKU015;Коврик для мыши XL;Аксессуары;26;20540;9243.0;2025-05-11 13:50:00+00
SALE004938;SKU001;Беспроводная мышь Logitech;Электроника;28;41720;24197.6;2025-05-12 09:50:00+00
SALE004939;SKU002;Клавиатура механическая Redragon;Электроника;18;71820;39501.0;2025-05-12 14:30:00+00
SALE004940;SKU003;Монитор 24 дюйма Samsung;Электроника;6;72484.2;56116.8;2025-05-12 17:50:00+00
SALE004941;SKU004;USB-C кабель 1м;Аксессуары;61;23790;9991.8;2025-05-12 19:00:00+00
SALE004942;SKU005;Power Bank 20000 mAh;Аксессуары;17;40213.5;24128.1;2025-05-12 10:20:00+00
SALE004943;SKU006;Картридж HP 305;Расходники;20;30846.0;14946.0;2025-05-12 10:30:00+00
SALE004944;SKU007;Бумага А4 500 листов;Канцтовары;69;28110.6;17967.6;2025-05-12 13:30:00+00
SALE004945;SKU008;Ручки шариковые комплект;Канцтовары;39;9360;3650.4;2025-05-12 10:10:00+00
SALE004946;SKU010;Оперативная память 16GB DDR4;Комплектующие;16;60640;38203.2;2025-05-12 14:30:00+00
SALE004947;SKU011;Роутер TP-Link Archer;Сетевое оборудование;18;57443.4;36124.2;2025-05-12 18:30:00+00
SALE004948;SKU012;Коммутатор 8 портов;Сетевое оборудование;11;22885.5;14454.0;2025-05-12 16:40:00+00
SALE004949;SKU013;Наушники JBL;Электроника;11;31903.3;18418.4;2025-05-12 20:10:00+00
SALE004950;SKU014;Веб-камера Full HD;Электроника;8;17520;9460.8;2025-05-12 11:30:00+00
SALE004951;SKU015;Коврик для мыши XL;Аксессуары;19;15010;6754.5;2025-05-12 11:20:00+00
SALE004952;SKU001;Беспроводная мышь Logitech;Электроника;45;67050;38889.0;2025-05-13 12:00:00+00
SALE004953;SKU002;Клавиатура механическая Redragon;Электроника;17;67830;37306.5;2025-05-13 10:40:00+00
SALE004954;SKU003;Монитор 24 дюйма Samsung;Электроника;10;123405.0;93528.0;2025-05-13 14:50:00+00
SALE004955;SKU004;USB-C кабель 1м;Аксессуары;106;41340;17362.8;2025-05-13 14:30:00+00
SALE004956;SKU005;Power Bank 20000 mAh;Аксессуары;21;50721.3;29805.3;2025-05-13 14:30:00+00
SALE004957;SKU006;Картридж HP 305;Расходники;19;30210;14198.7;2025-05-13 13:00:00+00
SALE004958;SKU007;Бумага А4 500 листов;Канцтовары;91;35544.6;23696.4;2025-05-13 11:30:00+00
SALE004959;SKU008;Ручки шариковые комплект;Канцтовары;34;7915.2;3182.4;2025-05-13 13:50:00+00
SALE004960;SKU009;SSD 1TB Kingston;Комплектующие;13;81838.9;57371.6;2025-05-13 10:00:00+00
SALE004961;SKU010;Оперативная память 16GB DDR4;Комплектующие;21;75610.5;50141.7;2025-05-13 09:50:00+00
SALE004962;SKU011;Роутер TP-Link Archer;Сетевое оборудование;17;52014.9;34117.3;2025-05-13 15:10:00+00
SALE004963;SKU012;Коммутатор 8 портов;Сетевое оборудование;10;21900;13140.0;2025-05-13 20:00:00+00
SALE004964;SKU013;Наушники JBL;Электроника;13;36926.5;21767.2;2025-05-13 09:10:00+00
SALE004965;SKU014;Веб-камера Full HD;Электроника;10;20805.0;11826.0;2025-05-13 13:30:00+00
SALE004966;SKU015;Коврик для мыши XL;Аксессуары;25;18762.5;8887.5;2025-05-13 17:20:00+00
SALE004967;SKU001;Беспроводная мышь Logitech;Электроника;27;40230;23333.4;2025-05-14 19:50:00+00
SALE004968;SKU002;Клавиатура механическая Redragon;Электроника;17;63081.9;37306.5;2025-05-14 20:00:00+00
SALE004969;SKU003;Монитор 24 дюйма Samsung;Электроника;10;120807.0;93528.0;2025-05-14 14:30:00+00
SALE004970;SKU004;USB-C кабель 1м;Аксессуары;42;16380;6879.6;2025-05-14 20:10:00+00
SALE004971;SKU005;Power Bank 20000 mAh;Аксессуары;20;49800;28386.0;2025-05-14 20:30:00+00
SALE004972;SKU006;Картридж HP 305;Расходники;26;41340;19429.8;2025-05-14 17:40:00+00
SALE004973;SKU007;Бумага А4 500 листов;Канцтовары;36;14364.0;9374.4;2025-05-14 17:10:00+00
SALE004974;SKU008;Ручки шариковые комплект;Канцтовары;37;8436.0;3463.2;2025-05-14 10:10:00+00
SALE004975;SKU009;SSD 1TB Kingston;Комплектующие;12;77880;52958.4;2025-05-14 11:50:00+00
SALE004976;SKU010;Оперативная память 16GB DDR4;Комплектующие;9;34110;21489.3;2025-05-14 20:40:00+00
SALE004977;SKU011;Роутер TP-Link Archer;Сетевое оборудование;17;55930;34117.3;2025-05-14 18:20:00+00
SALE004978;SKU012;Коммутатор 8 портов;Сетевое оборудование;20;42486.0;26280.0;2025-05-14 15:30:00+00
SALE004979;SKU013;Наушники JBL;Электроника;24;66736.8;40185.6;2025-05-14 09:50:00+00
SALE004980;SKU014;Веб-камера Full HD;Электроника;14;28513.8;16556.4;2025-05-14 16:40:00+00
SALE004981;SKU015;Коврик для мыши XL;Аксессуары;29;21764.5;10309.5;2025-05-14 12:30:00+00
SALE004982;SKU001;Беспроводная мышь Logitech;Электроника;18;26015.4;15555.6;2025-05-15 09:30:00+00
SALE004983;SKU002;Клавиатура механическая Redragon;Электроника;16;60648.0;35112.0;2025-05-15 16:40:00+00
SALE004984;SKU003;Монитор 24 дюйма Samsung;Электроника;5;64950;46764.0;2025-05-15 19:50:00+00
SALE004985;SKU004;USB-C кабель 1м;Аксессуары;67;26130;10974.6;2025-05-15 12:50:00+00
SALE004986;SKU005;Power Bank 20000 mAh;Аксессуары;20;49800;28386.0;2025-05-15 15:20:00+00
SALE004987;SKU006;Картридж HP 305;Расходники;25;39750;18682.5;2025-05-15 16:20:00+00
SALE004988;SKU007;Бумага А4 500 листов;Канцтовары;75;31500;19530.0;2025-05-15 15:30:00+00
SALE004989;SKU008;Ручки шариковые комплект;Канцтовары;34;7588.8;3182.4;2025-05-15 14:20:00+00
SALE004990;SKU009;SSD 1TB Kingston;Комплектующие;14;90860;61784.8;2025-05-15 14:40:00+00
SALE004991;SKU010;Оперативная память 16GB DDR4;Комплектующие;23;87170;54917.1;2025-05-15 11:40:00+00
SALE004992;SKU011;Роутер TP-Link Archer;Сетевое оборудование;15;49350;30103.5;2025-05-15 14:20:00+00
SALE004993;SKU012;Коммутатор 8 портов;Сетевое оборудование;13;27615.9;17082.0;2025-05-15 10:20:00+00
SALE004994;SKU013;Наушники JBL;Электроника;14;41860;23441.6;2025-05-15 09:00:00+00
SALE004995;SKU014;Веб-камера Full HD;Электроника;11;22403.7;13008.6;2025-05-15 12:50:00+00
SALE004996;SKU015;Коврик для мыши XL;Аксессуары;26;19923.8;9243.0;2025-05-15 18:10:00+00
SALE004997;SKU001;Беспроводная мышь Logitech;Электроника;43;64070;37160.6;2025-05-16 18:40:00+00
SALE004998;SKU002;Клавиатура механическая Redragon;Электроника;14;53067.0;30723.0;2025-05-16 12:10:00+00
SALE004999;SKU003;Монитор 24 дюйма Samsung;Электроника;6;77940;56116.8;2025-05-16 19:00:00+00
SALE005000;SKU004;USB-C кабель 1м;Аксессуары;41;15190.5;6715.8;2025-05-16 13:50:00+00
SALE005001;SKU005;Power Bank 20000 mAh;Аксессуары;21;49675.5;29805.3;2025-05-16 20:40:00+00
SALE005002;SKU006;Картридж HP 305;Расходники;34;50275.8;25408.2;2025-05-16 16:50:00+00
SALE005003;SKU007;Бумага А4 500 листов;Канцтовары;67;28140;17446.8;2025-05-16 20:40:00+00
SALE005004;SKU008;Ручки шариковые комплект;Канцтовары;44;10560;4118.4;2025-05-16 12:20:00+00
SALE005005;SKU009;SSD 1TB Kingston;Комплектующие;13;84370;57371.6;2025-05-16 17:10:00+00
SALE005006;SKU010;Оперативная память 16GB DDR4;Комплектующие;14;49345.8;33427.8;2025-05-16 12:50:00+00
SALE005007;SKU011;Роутер TP-Link Archer;Сетевое оборудование;20;63826.0;40138.0;2025-05-16 12:40:00+00
SALE005008;SKU012;Коммутатор 8 портов;Сетевое оборудование;11;24090;14454.0;2025-05-16 10:00:00+00
SALE005009;SKU013;Наушники JBL;Электроника;18;52205.4;30139.2;2025-05-16 16:00:00+00
SALE005010;SKU014;Веб-камера Full HD;Электроника;23;47851.5;27199.8;2025-05-16 11:00:00+00
SALE005011;SKU015;Коврик для мыши XL;Аксессуары;42;33180;14931.0;2025-05-16 12:50:00+00
SALE005012;SKU001;Беспроводная мышь Logitech;Электроника;69;97669.5;59629.8;2025-05-17 16:00:00+00
SALE005013;SKU002;Клавиатура механическая Redragon;Электроника;11;43890;24139.5;2025-05-17 15:20:00+00
SALE005014;SKU003;Монитор 24 дюйма Samsung;Электроника;2;25980;18705.6;2025-05-17 18:30:00+00
SALE005015;SKU004;USB-C кабель 1м;Аксессуары;35;13650;5733.0;2025-05-17 16:20:00+00
SALE005016;SKU005;Power Bank 20000 mAh;Аксессуары;15;37350;21289.5;2025-05-17 19:40:00+00
SALE005017;SKU006;Картридж HP 305;Расходники;39;58909.5;29144.7;2025-05-17 18:00:00+00
SALE005018;SKU007;Бумага А4 500 листов;Канцтовары;50;21000;13020.0;2025-05-17 10:00:00+00
SALE005019;SKU008;Ручки шариковые комплект;Канцтовары;26;6240;2433.6;2025-05-17 10:20:00+00
SALE005020;SKU009;SSD 1TB Kingston;Комплектующие;7;42249.9;30892.4;2025-05-17 14:00:00+00
SALE005021;SKU010;Оперативная память 16GB DDR4;Комплектующие;7;25203.5;16713.9;2025-05-17 12:40:00+00
SALE005022;SKU011;Роутер TP-Link Archer;Сетевое оборудование;11;33656.7;22075.9;2025-05-17 09:10:00+00
SALE005023;SKU012;Коммутатор 8 портов;Сетевое оборудование;12;26280;15768.0;2025-05-17 20:50:00+00
SALE005024;SKU013;Наушники JBL;Электроника;18;53820;30139.2;2025-05-17 17:40:00+00
SALE005025;SKU014;Веб-камера Full HD;Электроника;6;13140;7095.6;2025-05-17 16:00:00+00
SALE005026;SKU015;Коврик для мыши XL;Аксессуары;19;15010;6754.5;2025-05-17 20:30:00+00
SALE005027;SKU001;Беспроводная мышь Logitech;Электроника;32;47680;27654.4;2025-05-18 13:50:00+00
SALE005028;SKU002;Клавиатура механическая Redragon;Электроника;13;48239.1;28528.5;2025-05-18 19:30:00+00
SALE005029;SKU003;Монитор 24 дюйма Samsung;Электроника;6;72484.2;56116.8;2025-05-18 13:30:00+00
SALE005030;SKU004;USB-C кабель 1м;Аксессуары;40;15600;6552.0;2025-05-18 19:30:00+00
SALE005031;SKU005;Power Bank 20000 mAh;Аксессуары;13;32370;18450.9;2025-05-18 18:10:00+00
SALE005032;SKU006;Картридж HP 305;Расходники;9;14310;6725.7;2025-05-18 20:10:00+00
SALE005033;SKU007;Бумага А4 500 листов;Канцтовары;56;21873.6;14582.4;2025-05-18 10:40:00+00
SALE005034;SKU008;Ручки шариковые комплект;Канцтовары;23;5244.0;2152.8;2025-05-18 18:10:00+00
SALE005035;SKU010;Оперативная память 16GB DDR4;Комплектующие;11;41690;26264.7;2025-05-18 18:00:00+00
SALE005036;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;28129.5;18062.1;2025-05-18 15:20:00+00
SALE005037;SKU012;Коммутатор 8 портов;Сетевое оборудование;6;13140;7884.0;2025-05-18 10:10:00+00
SALE005038;SKU013;Наушники JBL;Электроника;6;17043.0;10046.4;2025-05-18 15:10:00+00
SALE005039;SKU014;Веб-камера Full HD;Электроника;7;15330;8278.2;2025-05-18 13:30:00+00
SALE005040;SKU015;Коврик для мыши XL;Аксессуары;21;15760.5;7465.5;2025-05-18 11:10:00+00
